Acceleration;Gender;Age;LateralAcceleration;VehicleSpeed;GearChanges;EngineSpeed;FuelConsum;Weight;DriverPerformance
0.19001;2;28.417;0.24676;86.973;1.7959;1429.8;34.329;31.028;2
0.22909;2;23.008;0.23991;86.063;3.7255;1337.9;32.806;30.37;2
0.042965;2;20.947;0.30075;89.017;4.7753;1697;33.569;28.917;1
0.045194;1;36.849;0.12865;73.127;2.0577;1482.7;27.445;27.67;3
0.24057;1;21.756;0.37805;92.694;5.4078;1686;34.627;29.502;1
0.047734;2;28.915;0.10225;85.143;2.6953;1292.2;31.902;31.193;3
0.21638;2;25.253;0.3237;90.869;1.7905;1604.5;33.682;28.948;1
0.19954;1;29.477;0.22496;77.923;3.0474;1607.3;36.14;31.783;2
0.16176;2;21.996;0.33089;86.254;5.5643;1548.5;34.126;31.901;1
0.11952;1;24.693;0.48926;85.74;7.1135;1686.5;33.751;30.078;1
0.05755;1;24.975;-0.021125;83.368;4.1839;1341.7;31.743;27.534;2
0.057734;2;24.709;0.25164;86.531;3.7005;1342.1;33.417;30.87;2
0.046919;2;31.207;0.16735;71.952;2.002;1414.4;29.921;30.236;3
0.073683;1;31.372;0.10716;83.289;1.5683;1105.9;33.508;33.199;3
0.15346;1;26.773;0.27596;79.696;3.2602;1433.5;32.996;28.434;2
0.24;1;21.891;0.25471;91.811;5.0643;1745.6;34.083;26.898;1
-0.0071404;2;30.205;0.2095;63.321;1.6829;1191.1;32.49;29.958;3
-0.010797;1;32.525;0.063772;80.117;2.3635;1023.9;30.301;28.278;3
0.19235;1;28.369;0.21007;85.097;2.2516;1663.7;34.64;31.803;2
0.12289;1;29.974;0.072002;84.883;1.6872;1274.5;30.44;29.809;3
0.11591;1;26.562;0.29604;88.5;3.0216;1606.9;32.64;31.119;2
0.28621;2;24.454;0.36132;91.926;4.0521;1645.6;36.694;31.905;1
0.055321;2;21.287;0.27051;94.9;4.3609;1907.7;36.602;30.339;1
0.014159;2;31.799;-0.039444;76.813;0.70145;1127.1;30.996;29.595;3
0.24707;1;23.52;0.3844;80.144;5.0241;1818.4;35.735;28.987;1
0.058012;2;22.675;0.093525;78.253;2.8688;1704.3;32.411;29.126;2
-0.0097265;1;27.309;0.062459;80.643;2.4217;1196.4;29.664;29.446;3
0.14826;1;38.364;0.16568;81.447;3.6089;1419.2;28.606;28.729;3
0.2168;1;23.352;0.345;77.59;1.8025;1515.8;31.011;27.719;2
-0.029954;1;33.196;0.15644;69.034;2.3018;1419.2;30.11;28.024;3
0.17936;1;24.929;0.29528;78.475;5.2917;1335.5;32.906;28.587;2
0.051718;2;31.357;0.19737;75.4;1.1513;1144.5;30.132;29.184;3
0.055243;1;29.785;0.026998;73.841;0.32513;1383.1;30.003;28.445;3
0.23398;2;32.646;0.22885;84.73;4.8907;1636.3;33.863;30.452;2
0.11443;1;23.758;0.35381;84.478;5.7937;1458.2;35.667;29.212;1
-0.090854;2;33.721;0.10395;82.798;0.88218;1274.5;30.297;28.672;3
0.042498;2;26.49;0.15943;84.601;3.187;1332.2;29.752;28.319;3
0.2799;1;20.949;0.35683;95.945;5.7778;1806.5;35.658;27.663;1
-0.063194;2;26.621;0.31093;81.659;3.2137;1259.4;31.025;28.843;2
-0.09935;2;30.701;0.058417;75.293;1.0311;1149.5;30.874;30.049;3
0.054526;2;30.714;-0.049357;86.779;1.4808;1690.1;29.523;29.609;3
0.062869;1;36.938;0.14747;66.925;0.79672;1109.9;32.697;30.102;3
0.20153;2;26.623;0.36259;89.955;1.0859;1513.2;33.606;28.685;1
0.17128;1;31.151;0.086963;85.289;5.154;1488.1;31.747;28.582;2
0.20056;2;24.485;0.34499;87.771;6.1681;2005.3;36.92;31.879;1
0.099579;2;23.726;0.35256;91.657;6.6756;1542.8;34.509;29.233;1
0.095995;1;23.387;0.42697;86.654;6.3432;1465.2;33.707;28.428;1
0.19132;2;20.412;0.3509;88.933;7.4426;1611.6;35.912;31.824;1
0.10218;2;23.862;0.19148;77.991;2.6347;1694;32.628;30.953;2
0.22408;2;27.45;0.40335;76.255;5.7845;1956.9;36.606;29.554;1
-0.0026695;1;33.638;0.22626;75.437;3.1983;1347;30.707;30.867;3
0.22917;2;26.476;0.08987;84.267;4.4514;1792.4;33.958;31.532;2
0.025003;2;32.112;0.14979;80.11;1.5723;1217.5;29.475;28.661;3
0.17058;1;22.455;0.35778;87.429;4.7741;2049.2;35.978;30.616;2
0.13311;2;21.753;0.36685;84.297;4.136;1611.6;33.393;28.483;1
0.15343;1;26.883;0.41023;84.753;4.0282;1693;36.576;31.42;1
-0.029876;1;29.592;0.14712;74.528;3.3885;1102.8;30.95;31.494;3
0.10922;1;29.149;0.19412;86.041;4.8091;1566.1;34.908;31.525;2
-0.013314;1;27.806;0.29175;79.438;2.8459;1355;32.239;30.264;2
0.034983;1;34.253;0.12652;86.853;1.816;1318.8;30.465;29.5;3
0.21706;1;23.862;0.32845;87.676;4.3604;1559.5;36.617;30.038;1
0.17303;2;29.926;0.27812;77.477;3.088;1449.8;32.976;29.627;2
0.23252;1;26.308;0.2556;89.228;3.4208;1743.3;34.382;30.673;1
0.18736;1;24.373;0.35644;88.728;7.53;1658.6;36.432;30.781;1
0.13344;2;24.838;0.34586;82.819;5.4381;1521.6;32.492;30.187;2
-0.021737;1;27.413;0.33328;78.747;2.8383;1620.8;31.182;28.713;2
0.14082;1;25.743;0.33319;82.802;4.8692;1580.9;37.48;33.443;1
0.073455;2;34.09;0.10858;82.824;3.7327;1366.9;29.507;29.829;3
0.092282;1;30.086;0.038815;84.201;2.9612;1500.4;26.765;25.362;3
0.15737;2;30.862;0.27693;83.261;4.4349;1318.5;35.583;31.417;2
0.047346;1;32.417;0.17205;79.262;1.4262;1015.5;29.77;28.838;3
0.13336;1;31.106;0.22942;81.219;3.1349;1377.5;32.31;28.698;2
0.22831;1;21.134;0.51039;92.412;4.2689;1751.4;33.595;28.885;1
0.1831;1;20.018;0.31042;87.59;6.2718;1644.1;34.413;29.946;1
0.091711;1;25.565;0.22169;81.762;4.0108;1543.8;33.793;29.895;2
0.033527;2;37.324;0.19697;80.094;1.6007;1400.5;32.856;31.046;3
0.098159;1;32.313;0.079562;75.209;0.87465;1354.7;30.749;28.668;3
0.050219;2;31.335;0.098367;73.38;0.75777;1336.5;30.632;29.355;3
0.10628;2;31.35;-0.009008;74.344;1.1489;1405;31.215;30.117;3
0.075285;1;23.206;0.247;90.094;2.9071;1711.4;37.65;34.019;1
0.062469;1;30.561;0.11963;80.404;3.1503;1410.7;29.629;27.915;3
0.29794;1;21.983;0.34142;80.602;4.5997;1447.1;36.434;31.812;1
0.16334;1;21.151;0.35515;82.994;3.0987;1696.6;34.415;29.827;1
0.02859;2;30.444;0.043171;84.054;2.1029;1516.6;29.375;29.767;3
0.14822;2;23.175;0.17767;84.997;7.5957;2038.3;32.54;28.096;1
0.043414;2;21.427;0.11895;86.062;1.7922;1717.6;33.495;30.308;2
0.1584;2;29.547;0.10949;72.905;1.821;1255.4;32.646;30.95;3
0.013995;1;32.928;-0.045459;87.718;2.2171;1443.1;30.672;30.053;3
0.18938;2;22.858;0.28654;88.294;5.3833;1733.6;33.465;28.412;1
0.042765;2;26.126;-0.027704;82.485;1.4439;1201.8;30.833;28.709;3
-0.078852;1;32.859;0.11244;75.933;2.086;1455.5;27.385;27.86;3
0.15536;2;26.49;0.28053;84.823;6.743;1561.9;34.136;28.39;1
0.11366;2;24.323;0.13569;84.134;4.0003;1660.7;34.323;30.421;2
0.2704;1;21.357;0.36281;84.406;2.7069;1736.2;32.232;30.435;2
0.079207;2;23.623;0.22606;84.431;2.6274;1785.8;30.264;28.638;2
0.31147;1;20.078;0.40419;89.181;4.3083;1499.3;35.673;32.336;1
0.049265;1;28.53;0.055232;79.551;2.9036;980.67;32.064;29.642;3
0.013892;1;36.732;0.11401;71.156;1.6955;1285.8;29.388;28.346;3
0.11134;1;23.746;0.30356;92.972;4.2098;1900.4;35.972;30.177;1
0.25474;2;24.974;0.28574;90.075;7.3083;1535.3;33.175;28.932;1
0.037146;1;26.022;0.14028;85.816;5.2703;1583.3;32.372;29.258;2
-0.015501;1;37.098;0.050514;82.14;2.6899;1258.9;30.515;31.365;3
0.16301;1;25.044;0.31351;87.058;5.0661;1761.4;35.502;30.377;1
0.11321;2;30.237;0.05517;70.914;0.94777;1357.7;31.131;32.332;3
0.11159;1;23.108;0.44545;90.976;5.0817;1602.2;35.938;32.41;1
-0.037446;1;25.635;0.2155;82.886;5.3507;1421.3;34.361;30.565;2
0.10129;2;25.719;0.42241;82;1.5994;1766.6;35.805;29.233;1
0.098669;1;25.62;0.1395;87.019;4.788;1550.2;31.71;29.375;2
0.088445;2;28.529;0.10549;81.731;2.4691;1358.7;30.95;29.169;3
0.12785;2;26.683;0.41674;78.81;4.4524;1925.5;34.207;29.351;1
0.11661;1;22.51;0.45437;87.9;1.3911;1587.2;35.434;30.748;1
0.13011;1;25.637;0.34699;90.521;3.7406;1724.4;35.64;31.909;1
0.14381;1;32.121;0.24584;81.595;2.5428;1377.2;33.175;29.186;2
0.029899;2;28.592;0.14418;78.263;1.2327;1208;31.926;31.461;3
0.053754;1;27.307;0.34692;82.145;3.1872;1328.4;34.422;29.483;2
0.15338;2;25.319;0.45629;89.699;5.7547;1837.4;34.904;32.434;1
0.23434;1;25.43;0.3708;92.431;3.9569;1962.1;34.625;30.438;1
0.032244;2;33.214;0.14417;79.303;1.9971;1121.8;31.775;30.692;3
0.026928;2;35.483;-0.019134;78.609;3.4898;1325.6;31.359;30.655;3
0.021588;2;29.596;0.080154;73.995;2.5036;1347.7;31.949;31.347;3
-0.040268;2;31.945;0.21155;69.629;2.4601;1205;31.884;28.831;3
0.011834;2;28.603;0.11129;79.989;4.9653;1202.8;33.063;29.799;2
0.23596;1;26.242;0.21976;86.978;3.8632;1596.1;34.817;30.173;1
0.14206;2;28.99;0.16323;86.634;2.2752;1585;30.947;28.044;2
0.065398;2;31.965;0.20608;81.533;2.3471;1679.4;33.104;28.067;2
0.11885;1;30.344;0.29544;75.424;1.506;1291.2;29.708;29.8;3
0.025776;2;30.472;-0.045251;74.53;0.49971;1243.5;30.61;30.458;3
0.25495;2;31.394;0.21931;83.185;3.2265;1592.6;31.326;28.46;2
0.061231;2;39.042;-0.0015675;81.773;1.1276;1365.6;30.89;30.528;3
-0.10527;2;30.407;0.08521;79.853;0.5459;1416.3;29.287;31.358;3
0.10782;1;30.856;0.2999;86.02;6.6783;1387.3;33.972;31.434;2
0.10483;1;32.777;0.088099;80.93;3.0727;1312;30.205;29.127;3
0.17391;1;29.708;0.29577;83.325;4.7803;1569;33.542;31.763;2
0.13104;1;28.133;0.24827;81.179;4.1477;1518.9;31.42;28.269;2
0.13918;1;28.213;0.36167;89.333;3.1109;1571.4;34.835;31.312;2
0.15089;2;29.345;0.24889;86.364;3.71;1598.5;32.011;30.194;2
0.14001;2;32.663;0.23983;79.927;5.0378;1727.6;32.611;30.169;2
0.10098;1;27.883;0.26931;77.994;0.25538;1408.8;31.452;28.423;2
0.12635;1;26.864;0.19794;83.659;3.6126;1560.9;32.35;29.373;2
0.075209;2;34.328;0.13276;75.973;2.2973;1325.3;28.232;28.025;3
0.055967;2;31.246;0.1317;75.954;0.80997;1319.6;30.052;28.054;3
-0.039041;2;30.239;0.11749;73.435;1.3021;1131.9;30.858;30.113;3
0.27633;1;24.045;0.38885;84.012;3.9531;1398.4;34.125;28.437;1
0.12423;1;21.675;0.28168;78.963;5.8198;1515.5;31.419;27.95;2
0.092681;1;21.128;0.4587;91.686;5.663;2042.1;35.182;30.223;1
0.11725;2;28.459;0.21898;86.025;4.8714;1475.6;35.092;32.405;2
-0.073548;1;34.738;0.028059;80.539;2.3581;1405.6;30.228;30.49;3
0.16707;1;22.32;0.25336;85.212;6.1731;1871.8;35.208;30.33;1
0.29354;2;22.826;0.30105;81.979;5.7389;1548.9;34.639;30.789;1
0.15521;2;27.455;0.28093;80.025;3.7798;1515.5;31.528;29.694;2
0.13966;1;27.621;0.38029;83.299;2.3503;1431.9;32.091;29.619;2
0.11054;2;25.268;0.26361;81.974;5.8213;1563.3;32.173;29.668;2
0.16362;1;24.252;0.44974;84.868;7.6073;1775.3;35.664;30.025;1
0.1499;2;27.614;0.018351;85.794;3.61;1448.4;31.674;28.797;2
0.072739;2;23.597;0.41296;92.531;5.2678;1516.7;34.738;29.124;1
0.1807;2;24.186;0.45695;85.161;3.2258;1080.7;33.623;29.416;1
0.025256;2;32.242;0.23375;76.545;0.58888;1394.6;27.789;28.332;3
0.11632;2;29.869;0.1634;83.738;2.8608;1876.9;37.605;32.89;2
0.077452;2;26.242;0.2109;86.446;3.8065;1611;35.806;31.423;2
0.063601;1;30.214;0.21478;82.855;2.4966;1519.8;29;32.079;3
0.22425;2;30.033;0.1362;80.707;4.5808;1647.3;33.319;29.648;2
0.1781;1;29.934;0.27128;84.705;0.64749;1644.7;33.546;30.183;2
0.088884;1;30.367;0.25722;87.825;2.4158;1394.4;34.175;31.755;2
0.26961;2;28.389;0.41716;86.243;7.807;1600.6;36.649;30.952;1
0.062384;2;29.194;0.21547;71.281;1.1718;1348.5;31.927;31.481;3
0.26261;1;23.92;0.37082;85.417;8.8747;1637.6;35.644;32.219;1
0.13596;2;25.236;0.25822;85.161;3.3439;1423;33.072;28.923;2
0.032144;2;32.016;0.18719;78.538;2.7523;1435.1;32.906;29.76;3
0.26286;2;24.691;0.30753;89.945;4.9186;1597.5;36.155;28.505;1
0.028948;1;32.983;0.096934;77.738;3.2426;1327.7;33.208;29.827;3
0.16369;1;22.19;0.26577;84.098;4.9119;1924.6;34.15;30.354;1
0.013868;1;30.015;0.16516;76.987;0.97306;1428.6;32.443;30.811;3
0.22723;1;29.179;0.28696;74.444;3.6351;1479.4;32.145;30.561;2
0.20358;1;26.654;0.34171;92.994;4.4624;1963.5;35.864;30.608;1
0.10137;1;32.6;0.23336;82.563;3.3603;1704.9;32.756;29.186;2
0.11034;2;35.556;0.06413;83.163;1.9006;1137.9;31.82;29.551;3
0.056962;1;32.555;-0.015417;79.372;2.1797;1323.4;30.859;29.23;3
0.045978;2;29.695;0.31002;79.044;2.678;1512.4;33.854;31.117;2
0.043668;1;31.878;0.039794;74.831;3.4685;1258.1;32.726;30.046;3
0.1617;2;26.993;0.36625;85.491;4.6003;1909.3;30.763;26.873;1
0.20471;2;29.18;0.27206;80.76;3.823;1574.2;36.228;33.063;2
0.078139;1;23.441;0.34371;81.974;4.5491;1647;35.981;29.985;1
0.23548;1;26.546;0.40002;80.155;9.3983;1825.2;34.726;29.105;1
0.24909;2;24.87;0.34268;85.313;5.1738;1404.2;35.413;31.494;1
0.17706;2;21.31;0.37239;84.69;3.8252;1793.7;36.007;32.519;1
0.16062;1;21.663;0.4015;88.902;3.3129;1741;36.218;29.807;1
0.097487;1;31.88;0.1766;84.32;4.4819;1243.3;33.166;28.845;2
0.075519;2;30.219;0.093989;77.377;2.2546;1344.5;31.19;30.534;3
0.16325;1;22.965;0.22562;84.621;3.3344;1343.9;33.443;31.126;2
-0.034022;1;30.583;0.031543;70.601;1.1892;1354.8;31.279;29.54;3
0.15752;2;30.718;-0.014814;79.859;2.5943;1170;33.466;33.605;3
0.084079;2;31.791;0.21214;79.975;3.8881;1710.7;33.594;31.43;2
0.23149;2;24.742;0.2638;89.582;4.425;1870.6;35.73;33.22;1
0.1299;2;20.21;0.31898;89.212;5.3807;1650.2;34.546;29.047;1
0.078647;2;36.645;0.071724;77.863;1.9188;1009.5;32.221;30.487;3
0.16298;1;35.488;0.25837;82.238;1.2834;1515.6;32.487;28.283;2
0.2017;1;23.972;0.30175;86.438;5.1603;1683.5;37.462;31.288;1
0.057284;1;25.223;0.30092;87.031;5.2017;1753.7;34.27;30.109;1
0.028316;1;29.423;0.10882;86.732;2.8383;1106.4;30.66;30.23;3
0.28843;1;21.422;0.35986;90.588;3.4227;1750.7;36.079;32.581;1
0.19168;2;20.017;0.32978;88.008;4.884;1548.8;34.187;28.667;1
0.18304;2;22.164;0.38177;91.894;4.42;1619.7;32.106;25.739;1
-0.034993;1;28.89;0.1993;76.042;2.0114;1223.7;27.757;26.851;3
0.18761;2;28.836;0.17253;86.475;2.9461;1828.6;30.058;27.53;2
0.06892;2;28.807;0.16128;81.251;1.6719;1461;34.495;31.111;2
0.033972;2;32.863;0.021967;85.314;3.3762;1290.4;31.668;33.436;3
0.18888;2;20.731;0.34389;86.971;3.1817;1247.1;34.125;30.61;1
0.039995;1;31.9;0.088945;87.312;2.376;1348.4;29.255;28.595;3
-0.0098305;1;30.302;0.17341;79.697;2.39;1506;31.838;30.71;2
0.031623;1;35.346;0.28535;75.28;0.94528;1245.5;31.26;28.581;3
0.13633;1;28.718;0.17748;82.942;1.9346;1426.4;34.682;31.724;2
0.16338;2;21.506;0.37553;84.823;3.2885;1603.8;35.879;33.842;1
0.20027;2;23.943;0.3256;77.68;5.2862;1531.2;36.372;30.525;1
0.20538;2;25.511;0.45187;88.189;4.4426;1822.8;33.348;29.762;1
-0.07828;2;34.881;0.073589;71.823;2.7159;1359.7;30.36;31.187;3
0.14368;1;25.078;0.29299;86.176;4.9194;1725;31.319;24.917;1
0.025976;2;34.485;0.084136;80.944;1.5896;1287;30;29.356;3
0.010446;2;33.972;0.29311;83.614;2.2059;1074.5;30.476;28.008;3
0.132;1;22.846;0.41205;91.907;5.991;1437.8;34.208;29.71;1
0.20733;2;23.387;0.41188;82.244;1.3928;2080.3;34.106;29.546;1
0.11589;2;31.519;0.27248;78.228;3.7237;1514;34.157;30.589;2
-0.0074814;1;31.649;0.13558;79.915;2.7938;1228.1;31.283;29.464;3
0.20333;2;21.224;0.31489;90.067;6.6385;1689.8;39.776;33.527;1
-0.026323;2;28.856;0.19402;78.878;1.6904;1609.5;32.779;29.121;2
-0.0051211;2;36.703;0.076028;76.84;2.7516;1288.9;33.53;30.022;3
0.17912;1;24.14;0.20713;86.583;3.5477;1784.7;35.843;31.663;2
0.22632;2;26.649;0.35058;80.343;5.4863;1684.1;31.712;28.898;2
0.084578;1;32.228;0.35109;82.538;3.6465;1638.6;32.752;30.735;2
0.19393;1;25.056;0.38197;81.534;4.4401;1616.5;34.793;29.408;1
0.18115;2;26.841;0.21771;88.078;3.042;1500.2;32.492;28.927;2
0.059265;1;28.43;0.33858;85.667;3.7171;1653.7;31.84;29.165;2
-0.0052281;1;25.12;0.24908;81.502;6.2567;1510.1;33.461;31.49;2
-0.014132;2;38.725;-0.044423;79.245;2.6166;1223.6;31.373;29.6;3
0.16483;1;21.93;0.36215;86.535;5.2709;1662.5;33.734;29.523;1
0.09123;1;26.124;0.36304;86.617;4.5113;1927.8;35.704;32.098;1
0.18551;1;24.977;0.27087;86.268;5.8964;1764.6;35.365;30.084;1
0.033203;1;28.259;0.2195;85.997;3.9387;1494.1;32.639;31.229;2
0.16111;1;29.936;0.20052;85.414;4.4944;1303.9;32.352;29.993;2
0.049939;1;31.836;0.18994;79.226;2.1534;1253.7;32.1;32.09;3
0.052271;2;34.407;0.19543;81.721;2.7397;1688.1;32.103;29.829;2
0.25382;2;29.683;0.21501;86.226;3.8774;1736.6;36.928;32.409;1
0.12115;1;30.783;0.31079;81.23;7.2838;1654.4;35.769;31.933;2
0.064018;2;25.131;0.33648;84.285;3.1943;1603.5;31.916;30.692;2
0.092218;1;24.148;0.36293;80.947;5.3188;1497;32.058;29.501;2
0.12049;1;22.063;0.31113;86.098;4.9619;1645.9;33.67;28.435;1
0.040146;1;30.445;0.18094;78.977;5.3623;1702.1;33.341;29.514;2
0.044621;1;32.996;0.078863;79.547;1.8096;1239.2;29.701;27.895;3
0.084385;1;32.789;0.10777;78.421;1.5512;1236;30.544;28.973;3
0.077546;2;29.57;0.070747;82.22;2.2438;1366.4;30.91;30.216;3
0.0011164;1;32.397;0.22966;81.854;2.6926;1594.9;33.492;29.28;2
-0.086495;2;33.597;0.10588;90.993;-0.12439;1241.9;30.505;29.557;3
0.040364;2;33.187;0.22238;80.813;0.36172;1245.9;32.55;29.347;3
0.18788;1;23.497;0.43368;77.642;4.106;1725.8;34.738;30.084;1
0.14136;2;28.217;0.15107;81.301;4.9447;1450.9;31.847;28.687;2
0.22305;1;23.857;0.34458;94.356;4.6729;1755.9;36.077;32.32;1
0.13688;2;24.126;0.26036;86.584;2.8377;1440.9;30.706;29.327;2
0.044902;2;34.172;0.06764;81.763;0.95456;1407.5;32.882;29.144;3
0.19547;2;22.377;0.20932;84.302;3.5316;1806.7;33.331;30.527;1
0.10979;2;33.51;0.15463;81.516;3.7908;1809.2;32.605;30.184;2
0.18366;2;22.911;0.2154;78.079;2.8196;1610;33.622;27.377;1
0.069965;2;23.424;0.42259;84.319;4.3926;1406.5;37.109;31.749;1
0.06142;2;24.072;0.11459;84.327;3.3146;1265;33.378;30.245;2
0.28579;2;23.385;0.44261;88;6.2982;1800;37.695;34.995;1
0.25608;1;25.682;0.42308;84.718;1.3155;1865.6;34.856;29.235;1
0.24069;2;24.487;0.23272;92.27;5.5208;1989.5;35.261;26.171;1
0.048225;2;31.792;0.15315;70.072;1.7034;1160.3;29.421;29.841;3
0.21443;2;26.627;0.49647;87.657;5.6018;1605.7;37.981;32.5;1
0.23132;2;21.643;0.4277;84.528;4.6515;1743.4;34.185;31.751;1
0.23042;1;26.678;0.24833;84.207;2.87;1257.4;32.251;29.754;2
0.11685;2;27.827;0.38619;80.606;6.2417;1419.2;34.422;28.83;1
0.057261;1;28.738;0.32241;85.402;1.8058;1603.9;33.633;30.947;2
0.080857;1;35.614;0.29928;90.26;0.94447;1276.3;31.324;30.646;3
0.10608;2;20.388;0.28737;81.602;2.966;1904.7;34.545;29.36;1
0.20329;1;23.565;0.34062;92.123;5.5224;1687.8;36.433;32.785;1
0.093074;2;28.144;0.1854;78.413;2.8075;1395.1;29.659;28.789;3
0.014216;2;28.367;0.12866;91.096;0.75756;1201.5;31.113;29.993;3
0.19179;2;26.535;0.12968;81.006;5.4488;1744.8;33.733;30.481;2
0.12877;2;28.332;0.36048;85.877;3.2386;1347.8;32.883;29.367;2
0.13014;2;33.723;0.24613;82.648;1.449;1503.7;34.035;31.083;2
0.02289;1;38.811;0.11154;81.724;1.3885;994.05;32.522;30.598;3
0.19887;2;24.387;0.44073;86.882;3.4273;1611.8;31.965;28.451;2
0.17073;2;23.119;0.16524;75.75;1.5989;1654.5;32.436;29.426;2
0.22474;1;21.178;0.30722;91.418;6.9441;1737.4;36.137;27.44;1
0.075058;1;30.475;0.048979;83.356;5.0262;1479.4;32.095;29.648;2
0.17119;2;21.724;0.35714;82.244;4.3112;1899.2;33.538;30.316;1
0.12063;1;34.194;0.20687;81.356;0.53203;1185.5;29.996;28.402;3
0.11141;1;30.784;0.18763;83.247;2.5431;1284.2;29.512;27.533;3
0.11248;1;25.916;0.46021;83.038;6.6133;1739.6;34.027;27.753;1
0.1962;2;22.283;0.40506;82.794;3.826;1728.3;34.609;32.216;1
0.17793;2;26.393;0.11031;82.72;3.5621;1858;35.869;30.07;2
0.14807;1;28.943;0.1929;81.115;3.1021;1471.5;31.935;29.112;2
0.094585;1;23.259;0.17217;88.428;4.5675;1823.1;33.67;28.947;1
0.18254;1;25.182;0.34705;89.017;3.6639;1670.6;36.38;31.537;1
0.103;1;26.482;0.16278;87.154;3.262;1347;31.148;27.602;2
0.19191;2;22.409;0.32679;84.164;6.6542;1744;34.247;31.17;1
0.033076;2;31.802;0.096554;76.489;2.0811;1076.3;29.76;29.644;3
0.021347;2;32.779;-0.033884;73.051;1.7312;1300.5;32.18;31.715;3
0.25956;1;24.637;0.19028;86.122;2.605;1784.6;31.252;27.475;2
0.13315;2;29.068;0.31807;97.858;4.2446;1495.1;35.657;30.068;1
0.10276;2;35.062;0.066341;85.261;1.1311;1349.8;29.365;28.729;3
0.012726;2;36.527;0.03317;82.854;2.3548;1096;30.395;29.561;3
0.2081;2;26.093;0.37965;80.533;4.7621;2022.4;38.182;32.225;1
0.23186;1;26.662;0.50461;86.094;5.9504;1803;33.196;28.749;1
-0.01986;1;29.657;0.00070052;84.973;2.0002;1411.2;30.331;30.254;3
0.01546;2;33.238;0.19099;70.306;0.92043;1295.6;33.468;32.059;3
0.21741;1;25.767;0.098033;70.563;-0.053685;1402.8;33.493;32.616;3
0.24523;1;30.665;0.28804;85.265;4.1176;1724;32.714;30.938;2
0.11159;1;25.508;0.3782;90.53;5.3131;1917.7;35.041;29.7;1
0.20802;2;25.661;0.37704;84.713;5.0839;1604.3;33.307;27.426;1
0.015733;1;35.089;0.11096;81.838;2.698;1123.4;33.285;32.747;3
0.15047;1;27.563;0.40297;89.941;6.3242;1528.6;36.17;32.613;1
0.21169;2;27.719;0.44178;91.503;5.7874;1659.8;35.323;29.034;1
0.079038;2;32.264;0.21371;67.811;1.6383;1316.4;30.036;30.955;3
0.075946;2;21.396;0.43054;90.764;3.3655;1666.6;34.624;29.007;1
0.25448;2;23.677;0.27105;84.899;6.0602;1642.1;36.62;29.226;1
0.049897;2;32.739;0.2261;82.758;1.7789;1044.4;32.51;30.152;3
0.083041;2;25.566;0.31468;87.075;4.1478;1674.2;36.805;31.234;1
0.16892;2;25.241;0.34279;83.944;5.2065;1442.6;35.649;29.461;1
0.18816;1;21.413;0.37827;86.265;1.9499;1823.6;35.478;31.461;1
0.10413;2;31.981;0.16849;85.258;1.6222;1638.7;32.785;30.591;2
0.15197;2;23.3;0.33212;86.384;6.154;1691.9;34.949;30.472;1
-0.012898;1;25.609;0.16158;77.09;3.2094;1427.1;29.383;28.477;3
0.26898;2;21.275;0.36118;91.131;3.9163;1687.6;36.121;29.593;1
0.04031;2;28.017;0.023507;92.332;2.7342;1297.3;30.338;30.507;3
-0.064308;2;29.881;0.11014;76.662;2.2728;1261;32.05;31.453;3
0.14546;1;25.076;0.40116;74.117;4.5298;1828.7;34.603;29.596;1
0.13629;2;33.766;0.090995;75.902;0.67149;1191.2;31.603;31.199;3
0.071134;2;26.254;0.35472;83.374;3.882;1579.8;34.028;31.484;1
0.20088;1;26.124;0.37597;89.3;6.1122;1741.4;33.164;28.871;1
0.0011957;2;29.848;0.059228;79.838;2.0038;1377.3;29.407;28.265;3
0.046894;1;33.035;0.27867;76.272;0.98806;1423.5;30.762;30.497;3
0.016736;1;30.136;0.17337;82.288;1.998;1477.6;29.944;29.35;3
0.12625;2;28.394;0.14026;79.871;5.4959;1709.8;32.371;28.426;2
-0.013919;1;30.328;0.1066;87.358;2.8863;1317.8;30.437;29.487;3
0.044283;1;30.336;-0.040458;81.359;1.7998;1240.9;29.881;28.398;3
0.19999;2;21.068;0.48887;89.619;5.0741;1747.1;35.672;31.308;1
0.20477;1;24.177;0.30178;84.943;4.1637;1896.7;34.678;30.516;1
0.17808;1;24.473;0.32155;80.17;4.5116;1496.5;34.47;30.388;1
0.11426;2;31.357;0.1899;84.328;1.9231;1267.1;29.14;27.789;3
0.020587;1;33.769;0.10104;78.889;2.3908;1573.7;31.759;31.667;3
0.15265;2;27.185;0.22263;87.887;3.5567;1270.1;34.923;30.566;2
0.12404;1;22.54;0.41354;81.319;4.2862;1633.7;33.363;30.949;1
0.10409;1;30.906;0.041883;69.594;1.1737;1238.5;30.011;29.362;3
0.035668;2;29.036;0.10347;79.574;4.0274;1460.1;33.177;30.238;2
0.16913;2;35.045;0.043348;87.69;3.2599;1170.2;31.51;31.574;3
0.24422;2;23.374;0.29853;86.1;2.4419;1724.7;34.156;30.978;2
0.098337;1;25.212;0.44213;95.214;6.3101;1504;31.98;28.427;1
0.18346;1;25.645;0.39002;80.263;5.8732;1812;35.128;30.041;1
0.17497;2;23.562;0.32944;86.456;3.6502;1328.1;34.293;28.011;1
0.11833;2;24.767;0.25316;88.397;2.2334;1534.6;34.097;29.769;2
